"Artikelnummer";"Artikelbeschreibung";"Menge";"Einzelpreis";"Rabatt in %";"RechnungsNr"
2618;"Unfallschaden vorn beseitigen";0,00;0,00;0;10513
2619;"Stoßfänger vorn erneuern";0,00;0,00;0;10513
2620;"Kotflügelinnenschutz erneuern";0,00;0,00;0;10513
2621;"Frontblech richten und beilackieren";0,00;0,00;0;10513
2622;"Radlauf vorn links erneuern";0,00;0,00;0;10513
2623;"Stoßfänger";1,00;394,00;0;10513
2624;"Innenschutzblech";1,00;59,00;0;10513
2625;"Radlauf";1,00;23,00;0;10513
2626;"AU";1,00;45,00;0;10514
2627;"Bremsklötze vorn erneuert";0,00;0,00;0;10515
2628;"Radbremszylinder und Bremsbacken hi. erneuert.";0,00;0,00;0;10515
2629;"Motoröl und Filter gewechselt";0,00;0,00;0;10515
2630;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10515
2631;"Bremsklötze";1,00;57,00;0;10515
2632;"Bremsbacken";1,00;75,00;0;10515
2633;"Radbremszylinder";2,00;56,00;0;10515
2634;"Motoröl";4,50;9,50;0;10515
2635;"Ölfilter";1,00;14,00;0;10515
2636;"Bremsflüssigkeit";1,00;8,00;0;10515
2637;"Reifen Lassa 175/70R13T";2,00;57,00;0;10515
2638;"Batterie geprüft und erneuert";0,00;0,00;0;10516
2639;"Lichtanlage instandgesetzt";0,00;0,00;0;10516
2640;"Rohr für Ölmeßstab erneuert";0,00;0,00;0;10516
2641;"Batterie 12V66AH";1,00;149,00;0;10516
2642;"Rohr";1,00;26,80;0;10516
2643;"Motoröl";1,50;9,80;0;10516
2644;"Birne 12V3W";1,00;1,60;0;10516
2645;"Rückleuchte links";1,00;98,00;0;10517
2646;"Ttürschloß links geprüft und erneuert";0,00;0,00;0;10518
2647;"Schloß";1,00;76,80;0;10518
2648;"Zündanlage geprüft und instandgesetzt";0,00;0,00;0;10519
2649;"Zündkabel";1,00;19,70;0;10519
2650;"Zündkerzen";4,00;5,50;0;10519
2651;"Motoröl und Filter gewechselt";0,00;0,00;0;10520
2652;"Schiebedach geschmiert und Dicht. Befestigt";0,00;0,00;0;10520
2653;"AU ausgeführt";0,00;0,00;0;10520
2654;"Türgriff links erneuert";0,00;0,00;0;10520
2655;"Türgriff rechts instandgesetzt";0,00;0,00;0;10520
2656;"------Heckwischermotor defekt-------";0,00;0,00;0;10520
2657;"Motoröl 10/40";3,50;10,50;0;10520
2658;"Ölfilter";1,00;8,90;0;10520
2659;"Türgriff mit Zentalverriegelung";1,00;112,00;0;10520
2660;"AU";1,00;50,00;0;10520
2661;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10521
2662;"AU ausgeführt";0,00;0,00;0;10521
2663;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10521
2664;"AU";1,00;26,00;0;10521
2665;"Reifen 145R13T";2,00;55,00;0;10521
2666;"Wuchten und Montage";2,00;10,00;0;10521
2667;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10523
2668;"AU ausgeführt";0,00;0,00;0;10523
2669;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10523
2670;"AU";1,00;14,00;0;10523
2671;"Reifen 145R13T";2,00;28,00;0;10523
2672;"Wuchten und Montage";2,00;5,00;0;10523
2673;"Twin-Tec Anlage nach Euro-2 eingebaut";0,00;0,00;0;10524
2674;"Twin-Tec";1,00;138,04;0;10524
2675;"Twin-Tec Anlage eingebaut";0,00;0,00;0;10525
2676;"Twin-Tec";1,00;166,16;0;10525
2677;"Fahrzeug TÜV fertiggestelltund vorgeführt";0,00;0,00;0;10526
2678;"AU ausgeführt";0,00;0,00;0;10526
2679;"Traggelenk vorn rechts erneuert";0,00;0,00;0;10526
2680;"AU";1,00;28,00;0;10526
2681;"Traggelenk";1,00;34,75;0;10526
2682;"TÜV Vergütung";1,00;4,31;0;10526
2683;"Vor und Endschalldämpfer erneuert";0,00;0,00;0;10527
2684;"Vorder";;0,00;0;10527
2685;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10528
2686;"Motoröl und Filter gewechselt";0,00;0,00;0;10528
2687;"Schweißarbeiten ausgeführt";0,00;0,00;0;10528
2688;"Bremsleitungen hinten erneuert";0,00;0,00;0;10528
2689;"Reifen hinten erneuert und gewuchtet";0,00;0,00;0;10528
2690;"AU ausgeführt";0,00;0,00;0;10528
2691;"AU";1,00;30,00;0;10528
2692;"Motoröl";6,50;5,40;0;10528
2693;"Ölfilter";1,00;11,50;0;10528
2694;"Bremsleitungen";1,00;20,00;0;10528
2695;"Reifen 185R14 R";2,00;49,50;0;10528
2696;"Wuchten und Montage";2,00;6,15;0;10528
2697;"Schweißmaterial";1,00;75,00;0;10528
2698;"Windschutzscheibe erneuert";0,00;0,00;0;10529
2699;"Windschutzscheibe";1,00;240,70;0;10529
2700;"Abdeckleiste außen";1,00;37,25;0;10529
2701;"Klemmprofile";1,00;67,08;0;10529
2702;"Scheibeneinklebeset";1,00;46,00;0;10529
2703;"Scheibenenttsorgung";1,00;6,00;0;10529
2704;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10530
2705;"Bremsklötze vorn erneuert";0,00;0,00;0;10530
2706;"Umlenkhebel und Spurstange rechts erneuert";0,00;0,00;0;10530
2707;"Räder von vorn nach hinten gewechselt";0,00;0,00;0;10530
2708;"Kupplung gewechselt";0,00;0,00;0;10530
2709;"Tür und Seitenteil ausgebeult und lackiert";0,00;0,00;0;10530
2710;"Türöffner links instandgesetzt";0,00;0,00;0;10530
2711;"Instrumentenbeluchtung instandgesetzt";0,00;0,00;0;10530
2712;"AU ausgeführt";0,00;0,00;0;10530
2713;"Bremsklötze";1,00;65,00;0;10530
2714;"Kupplungskit";1,00;200,00;0;10530
2715;"Umlenkhebel";1,00;59,00;0;10530
2716;"Spurstange rechts";1,00;24,00;0;10530
2717;"TÜV-Gebühr";1,00;36,69;0;10530
2718;"AU";1,00;20,00;0;10530
2719;"Rückleuchte rechts erneuert";0,00;0,00;0;10531
2720;"Rückleuchte";1,00;80,30;0;10531
2721;"Inspektion ausgeführt";0,00;0,00;0;10532
2722;"Motoröl und Filter gewechselt";0,00;0,00;0;10532
2723;"Bremsanlage geprüft";0,00;0,00;0;10532
2724;"Motoröl";6,00;6,30;0;10532
2725;"Ölfilter";1,00;12,00;0;10532
2726;"Luftfilter";1,00;15,00;0;10532
2727;"Zündkerzen";6,00;5,25;0;10532
2728;"Frostschutz  (Waschanl.)";2,00;2,00;0;10532
2729;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10533
2730;"AU ausgeführt";0,00;0,00;0;10533
2731;"Achsmanschetten vorn erneuert";0,00;0,00;0;10533
2732;"AU";1,00;26,00;0;10533
2733;"Achsmanschettensatz";2,00;9,20;0;10533
2734;"TÜV-Vergütung";1,00;4,31;0;10533
2735;"Rückleuchte links erneuert";0,00;0,00;0;10534
2736;"Rückleuchte";1,00;74,00;0;10534
2737;"Anlasser geprüft und erneuert";0,00;0,00;0;10535
2738;"Glühkerzen erneuert";0,00;0,00;0;10535
2739;"Anlasser";1,00;280,00;10;10535
2740;"Glühkerzen";2,00;29,00;0;10535
2741;"Motoröl und Filter gewechselt";0,00;0,00;0;10536
2742;"Motoröl";3,50;5,70;0;10536
2743;"Ölfilter";1,00;5,00;0;10536
2744;"Kl.Inspektion ausgeführt";0,00;0,00;0;10537
2745;"Motoröl und Filter gewechselt";0,00;0,00;0;10537
2746;"Anlasser geprüft und erneuert";0,00;0,00;0;10537
2747;"Bremsklötze vorn erneuert";0,00;0,00;0;10537
2748;"Kühlerdicht aufgefüllt";0,00;0,00;0;10537
2749;"Reifen geprüft und erneuert";0,00;0,00;0;10537
2750;"Motoröl 10/40";4,00;5,60;0;10537
2751;"Ölfilter";1,00;7,70;0;10537
2752;"Luftfilter";1,00;12,00;0;10537
2753;"Bremsklötze";1,00;44,00;0;10537
2754;"Kühlerfrostschutz";2,50;2,55;0;10537
2755;"Frostschutz (Waschanl.)";1,00;2,00;0;10537
2756;"Anlasser";1,00;204,00;0;10537
2757;"Reifen Lassa 185/55R15V";2,00;53,70;0;10537
2758;"Reifen Lassa 205/50R15V";2,00;60,35;0;10537
2759;"Wuchten und Montage";4,00;5,10;0;10537
2760;"Kühlerdicht";1,00;10,50;0;10537
2761;"Auspuffvorderrohr erneuert";0,00;0,00;0;10538
2762;"Auspuffvorderrohr";1,00;86,00;0;10538
2763;"Auspuffdichtung";1,00;3,00;0;10538
2764;"Lichtmaschine geprüft und Regler erneuert";0,00;0,00;0;10539
2765;"Lichtmaschinenregler";1,00;28,00;0;10539
2766;"Fahrzeug TÜV fertiggestellt und vorgführt";0,00;0,00;0;10540
2767;"Auspuffvor-und Nachschalldämpfer erneuert";0,00;0,00;0;10540
2768;"Bremse hinten gereinigt und eingestellt";0,00;0,00;0;10540
2769;"Handbremsseil hinten links erneuert";0,00;0,00;0;10540
2770;"Schweißarbeiten am Einstieg links ausgeführt";0,00;0,00;0;10540
2771;"AU ausgeführt";0,00;0,00;0;10540
2772;"Auspuffvorschalldämpfer";1,00;112,00;0;10540
2773;"Mittelschalldämpfer";1,00;61,00;0;10540
2774;"Endrohr";1,00;28,80;0;10540
2775;"Handbremsseil";1,00;24,50;0;10540
2776;"Schweißmaterial";1,00;10,00;0;10540
2777;"Wischblätter";2,00;8,00;0;10540
2778;"AU";1,00;31,00;0;10540
2779;"TÜV-Vergütung";1,00;4,31;0;10540
2780;"TÜV-Gebühr";1,00;41,50;0;10541
2781;"Nachprüfung";1,00;8,00;0;10541
2782;"Unfallschaden vorn instandgesetzt";0,00;0,00;0;10542
2783;"Frontblech und Stoßstange vorn erneuert";0,00;0,00;0;10542
2784;"Motorhaube ausgewechselt";0,00;0,00;0;10542
2785;"Kühler ausgewechselt";0,00;0,00;0;10542
2786;"Frontblech";1,00;250,00;0;10542
2787;"Stoßfänger";1,00;160,00;0;10542
2788;"Motorhaube gebraucht";1,00;25,00;0;10542
2789;"Kühler gebraucht";1,00;75,00;0;10542
2790;"Kühlerfrostschutz";5,00;3,00;0;10542
2791;"Birne 12V45/50";1,00;3,80;0;10542
2792;"Hohlraumversiegelung";1,00;8,00;0;10542
2793;"Batterie 12V88AH";1,00;68,30;0;10543
2794;"Tankklappe erneuert und lackiert";0,00;0,00;0;10544
2795;"Tankverschluß erneuert";0,00;0,00;0;10544
2796;"Tankklappe";1,00;21,51;0;10544
2797;"Tankverschluß";1,00;8,13;0;10544
2798;"Unfallschaden vorn instandgesetzt";0,00;0,00;0;10545
2799;"Querträger oben erneuert";0,00;0,00;0;10545
2800;"Quertträger verstärkung erneuert";0,00;0,00;0;10545
2801;"Lenkgetriebe erneuert";0,00;0,00;0;10545
2802;"Traggelenk u.Radlager li erneuert";0,00;0,00;0;10545
2803;"Bremsflüssigkeitsbehälter erneuert";0,00;0,00;0;10545
2804;"Scheinwerfer links und rechts erneuert";0,00;0,00;0;10545
2805;"Kotflügel rechts erneuert";0,00;0,00;0;10545
2806;"Mittelteil erneuert";0,00;0,00;0;10545
2807;"Achsvermessung ausgeführt";0,00;0,00;0;10545
2808;"Kotflügel rechts";1,00;75,90;0;10545
2809;"Front-Mittelteil";1,00;111,07;0;10545
2810;"Kühlergrill";1,00;38,70;0;10545
2811;"Scheinwerfer links und rechts";2,00;87,75;0;10545
2812;"Querträger Vollst.";1,00;389,65;0;10545
2813;"Traggelenk";1,00;17,50;0;10545
2814;"Radlager";1,00;49,80;0;10545
2815;"Lenkung";1,00;179,40;0;10545
2816;"Querträger oben";1,00;149,60;0;10545
2817;"Bremsflüssigkeitsbehälter";1,00;15,00;0;10545
2818;"Bremsflüssigkeit";1,00;12,00;0;10545
2819;"Radlaufabdeckung";1,00;15,45;0;10545
2820;"Achsvermessung";1,00;71,00;0;10545
2821;"Tankklappe erneuert und lackiert";0,00;0,00;0;10546
2822;"Tankverschluß erneuert";0,00;0,00;0;10546
2823;"Klappe";1,00;21,51;0;10546
2824;"Tankverschluß";1,00;8,13;0;10546
2825;"Zentralverriegelung geprüftt und instandgesetzt";0,00;0,00;0;10547
2826;"Motoröl und Filter gewechselt";0,00;0,00;0;10547
2827;"Wischblätter vorn und hinten erneuert";0,00;0,00;0;10547
2828;"Waschanlage hinten instandgesetzt";0,00;0,00;0;10547
2829;"Heizbare Heckscheibe geprüft";0,00;0,00;0;10547
2830;"Steuerriemen geprüft und erneuert";0,00;0,00;0;10547
2831;"Motoröl 10/40 teilsynthetik";3,50;5,70;0;10547
2832;"Ölfilter";1,00;4,65;0;10547
2833;"Wischblatt hinten";1,00;6,90;0;10547
2834;"Wischblätter vorn";1,00;19,20;0;10547
2835;"Steuerriemen mit Spannrolle";1,00;44,00;0;10547
2836;"Nachrüstabgasreinigungssystem eingebaut";0,00;0,00;0;10548
2837;"Abgasreinigungssystem incl.Montage";1,00;301,72;0;10548
2838;"Radioanlage eingebaut";0,00;0,00;0;10549
2839;"Motoröl und Filter gewechselt";0,00;0,00;0;10549
2840;"Wischblätter erneuert";0,00;0,00;0;10549
2841;"Türgummi hinten links eingeklebt";0,00;0,00;0;10549
2842;"Radioblende";1,00;13,80;0;10549
2843;"Motoröl  Syntethic";5,50;6,50;0;10549
2844;"Ölfilter";1,00;9,20;0;10549
2845;"Wischblätter";1,00;32,00;0;10549
2846;"Bremsklötze und Bremsscheiben vorn und hinten erneuert";0,00;0,00;0;10550
2847;"Radioanlage und Wechsler eingebaut";0,00;0,00;0;10551
2848;"Motoröl und Filter gewechselt";0,00;0,00;0;10551
2849;"Wischblätter erneuert";0,00;0,00;0;10551
2850;"Türgummi hinten links eingeklebt";0,00;0,00;0;10551
2851;"Blende";1,00;13,80;15;10551
2852;"Wischblätter";1,00;32,00;15;10551
2853;"Motoröl Synthetic";5,50;5,80;0;10551
2854;"Ölfilter";1,00;9,00;0;10551
2855;"Reifen vorn und hinten erneuert";0,00;0,00;0;10552
2856;"Kotflügel vorn rechts erneuert";0,00;0,00;0;10552
2857;"Reifen Conti 135/70R15";2,00;64,20;0;10552
2858;"Reifen Conti 175/55R15";2,00;79,02;0;10552
2859;"Wuchten und Montage";4,00;5,00;0;10552
2860;"Kotflügel";1,00;78,60;0;10552
2861;"Motoröl";11,00;3,00;0;10552
2862;"Frostschutz Waschanlage";5,00;7,60;0;10552
2863;"Stoßstangenecke hinten rechtts erneuert";0,00;0,00;0;10553
2864;"Stoßstangenecke";1,00;22,00;0;10553
2865;"Motoröl";5,00;3,00;0;10553
2866;"Auspuffvorderrohr erneuert";0,00;0,00;0;10554
2867;"Vorderrohr";1,00;153,50;0;10554
2868;"Dichtung";1,00;3,00;0;10554
2869;"Bremsklötze vorn geprüft und erneuert";0,00;0,00;0;10555
2870;"Bremsklötze";1,00;72,00;0;10555
2871;"Motoröl und Filter gewechselt";0,00;0,00;0;10556
2872;"Motoröl";3,50;5,60;0;10556
2873;"Ölfilter";1,00;3,35;0;10556
2874;"Gutschrift";0,00;0,00;0;10557
2875;"Frontmittelteil";1,00;111,07;0;10557
2876;"Querträger";1,00;389,65;0;10557
2877;"Lenkung";1,00;179,40;0;10557
2878;"Querträger oben";1,00;149,60;0;10557
2879;"Endschalldämpfer erneuert";0,00;0,00;0;10558
2880;"Dämpfer";1,00;138,00;0;10558
2881;"Steuerriemen und Spannrolle erneuert";0,00;0,00;0;10559
2882;"Steuerriemen CT 848 Kunde mitgebracht!";0,00;0,00;0;10559
2883;"Steuerriemen  und Spannrolle erneuert";0,00;0,00;0;10560
2884;"Steueriemensatz";1,00;59,00;0;10560
2885;"Navigationssystem ausgebaut";1,00;85,00;0;10561
2886;"Radwechsel ausgeführt";1,00;10,00;0;10561
2887;"Achsvermessung ausgeführt";1,00;66,70;0;10561
2888;"Lampenfassung und Montage";1,00;11,20;0;10561
2889;"Mercedesstern erneuert";1,00;15,37;0;10561
2890;"Motoröl gewechselt";1,00;65,00;0;10561
2891;"Tachoinstrument justiert";1,00;100,00;0;10561
2892;"Türgriff rechts instandgesetzt";0,00;0,00;0;10562
2893;"Reparatursatz";1,00;11,45;0;10562
2894;"Jahresinspektion und Ölservice ausgeführt";0,00;0,00;0;10563
2895;"Motoröl";3,50;5,90;0;10563
2896;"Ölfilter";1,00;5,20;0;10563
2897;"Luftfilter";1,00;12,20;0;10563
2898;"Zündkerzen";4,00;4,95;0;10563
2899;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10564
2900;"AU ausgeführt";0,00;0,00;0;10564
2901;"Abblendlicht vorn rechts instandgesetzt";0,00;0,00;0;10564
2902;"Außenspiegelglas vorn rechts erneuert";0,00;0,00;0;10564
2903;"TÜV-Gebühr";1,00;40,08;0;10564
2904;"AU";1,00;26,00;0;10564
2905;"Außenspiegelglas rechts Heizbar";1,00;61,35;0;10564
2906;"Birne H4";1,00;4,80;0;10564
2907;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10565
2908;"AU ausgeführt";0,00;0,00;0;10565
2909;"Lichtanlage instandgesetzt";0,00;0,00;0;10565
2910;"Amaturenbeleuchtung instandgestzt";0,00;0,00;0;10565
2911;"Stoßdämpfer hinten erneuert (stark undicht)";0,00;0,00;0;10565
2912;"AU";1,00;22,00;0;10565
2913;"Birne 12V3W";2,00;0,90;0;10565
2914;"Birne 12V1,2W";2,00;0,70;0;10565
2915;"Stoßdämpfer";2,00;92,00;15;10565
2916;"TÜV-Gebühr";1,00;41,50;0;10566
2917;"Unfallschaden links beseitigen";0,00;0,00;0;10567
2918;"Tür vorn u. hinten links ausbeulen und lackieren";0,00;0,00;0;10567
2919;"Seitenteil ausbeulen und lackieren";0,00;0,00;0;10567
2920;"Zierleiste links erneuern";0,00;0,00;0;10567
2921;"Stoßfänger hinten erneuern";0,00;0,00;0;10567
2922;"Stoßfänger hinten";1,00;279,00;0;10567
2923;"Zierleiste";1,00;38,00;0;10567
2924;"Zierleiste";1,00;23,40;0;10567
2925;"Jahresinspektion ausgeführt";0,00;0,00;0;10568
2926;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10568
2927;"AU ausgeführt";0,00;0,00;0;10568
2928;"Motoröl10/40";3,50;5,60;0;10568
2929;"Ölfilter";1,00;5,00;0;10568
2930;"Zündkerzen";4,00;4,95;0;10568
2931;"Luftfilter";1,00;13,20;0;10568
2932;"Innenraumfilter";1,00;14,50;0;10568
2933;"AU";1,00;25,50;0;10568
2934;"TÜV-Gebühr";1,00;40,08;0;10568
2935;"Steuerriemen mit Spannrolle erneuert";0,00;0,00;0;10569
2936;"Magermixsystem eingebaut";0,00;0,00;0;10569
2937;"Steuerriemensatz";1,00;44,00;0;10569
2938;"Magermixsystem";1,00;146,00;0;10569
2939;"Fahrzeug  TÜV  vorgeführt";0,00;0,00;0;10570
2940;"AU ausgeführt";0,00;0,00;0;10570
2941;"Reifen vorn erneuert";0,00;0,00;0;10570
2942;"Achsmanschette vorn rechts erneuert";0,00;0,00;0;10570
2943;"Voderachse vermessen und eingestellt";0,00;0,00;0;10570
2944;"AU";1,00;25,00;0;10570
2945;"Reifen Dunlop 195/45R15";2,00;75,00;0;10570
2946;"Achsmanschetttensatz";1,00;12,50;0;10570
2947;"Wuchten und Montage";2,00;6,50;0;10570
2948;"TÜV-Gebühr";1,00;46,50;0;10571
2949;"Reifen hinten erneuert und gewuchtet";0,00;0,00;0;10572
2950;"Reifen (Fulda 235/45R17Z)";2,00;118,00;0;10572
2951;"Wuchtten und 'Montage";2,00;5,00;0;10572
2952;"Bremssattel hinten links erneuert";0,00;0,00;0;10573
2953;"Bremssatttel";1,00;134,00;0;10573
2954;"Federbeinlager links erneuert";0,00;0,00;0;10574
2955;"Lager";1,00;32,00;0;10574
2956;"Durchsicht ausgeführt";0,00;0,00;0;10575
2957;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10575
2958;"Rippenriemen erneuert";0,00;0,00;0;10575
2959;"Reifen 175/65R14 Reinforce Firestone";2,00;46,00;0;10575
2960;"Wuchten und Montage";2,00;5,50;0;10575
2961;"Rippenriemen";1,00;18,45;0;10575
2962;"Keilriemen";1,00;4,20;0;10575
2963;"Katalysator geprüft und erneuert";0,00;0,00;0;10577
2964;"Katalysator";1,00;298,28;0;10577
2965;"Dichtring";1,00;3,62;0;10577
2966;"7";0,00;0,00;0;10577
2967;"Ersatzteile Schiebedach";0,00;0,00;0;10578
2968;"Schiene";2,00;8,95;0;10578
2969;"Zug Schiebedach links";1,00;46,25;0;10578
2970;"Zug Schiebedach rechts";1,00;42,00;0;10578
2971;"Hauptbremszylinder geprüft und erneuert";0,00;0,00;0;10579
2972;"Türinnenzug hinten links erneuert";0,00;0,00;0;10579
2973;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10579
2974;"Bremsscheiben und Bremsklötze vorn erneuert";0,00;0,00;0;10579
2975;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10579
2976;"Traggelenkbuchsen vorn erneuert";0,00;0,00;0;10579
2977;"Auspuffvorschalldämpfer geschweißt";0,00;0,00;0;10579
2978;"Inspektion ausgeführt";0,00;0,00;0;10579
2979;"Motoröl und Filter gewechselt";0,00;0,00;0;10579
2980;"AU ausgeführt";0,00;0,00;0;10579
2981;"Motoröl 10/40";4,50;5,40;0;10579
2982;"Ölfilter";1,00;7,60;0;10579
2983;"Zündkerzen";4,00;6,60;0;10579
2984;"Traggelenkbuchsen";4,00;4,60;0;10579
2985;"AU";1,00;25,00;0;10579
2986;"Innenzug";1,00;13,39;0;10579
2987;"Reifen  185/65R14T";2,00;45,00;0;10579
2988;"Wuchten und Montage";2,00;6,00;0;10579
2989;"Bremsklötze";1,00;45,99;0;10579
2990;"Bremsscheiben";2,00;54,00;0;10579
2991;"Hauptbremszylinder";1,00;196,00;0;10579
2992;"TÜV-Gebühr";1,00;46,50;0;10580
2993;"Unfallschaden links beseitigt";0,00;0,00;0;10581
2994;"Tür hinten links erneuert und lackiert";0,00;0,00;0;10581
2995;"Seitenteil hinten rechts ausgebeult und lackiert";0,00;0,00;0;10581
2996;"Tür links";1,00;344,30;0;10581
2997;"Türleiste";1,00;40,32;0;10581
2998;"Schachtleiste";1,00;24,40;0;10581
2999;"Türfolie";1,00;9,60;0;10581
3000;"Kleinteile";1,00;10,00;0;10581
3001;"Hohlraumversiegelung";1,00;12,00;0;10581
3002;"Türgriff links";1,00;33,90;0;10581
3003;"Lichtmaschine geprüft und erneuert";0,00;0,00;0;10582
3004;"Kabelbrand instandgesetzt";0,00;0,00;0;10582
3005;"Motoröl und Filter gewechselt";0,00;0,00;0;10582
3006;"Lichtmaschine";1,00;213,00;0;10582
3007;"Motoröl";5,50;5,90;0;10582
3008;"Ölfilter";1,00;12,50;0;10582
3009;"Kleinteile";1,00;2,00;0;10582
3010;"Wasserpumpe geprüft und erneuert";0,00;0,00;0;10583
3011;"Wasserpumpe";1,00;64,00;0;10583
3012;"Keilriemen";1,00;6,20;0;10583
3013;"Frostschutz";3,00;2,80;0;10583
3014;"Kl.Inspektion ausgeführt";0,00;0,00;0;10584
3015;"Motoröl und Filter gewechselt";0,00;0,00;0;10584
3016;"Anlasser geprüft und erneuert";0,00;0,00;0;10584
3017;"Bremsklötze vorn erneuert";0,00;0,00;0;10584
3018;"Reifen geprüft und erneuert";0,00;0,00;0;10584
3019;"Motoröl 10/40";4,00;5,60;0;10584
3020;"Ölfilter";1,00;7,70;0;10584
3021;"Luftfilter";1,00;12,00;0;10584
3022;"Bremsklötze";1,00;44,00;0;10584
3023;"Anlasser";1,00;204,00;0;10584
3024;"Reifen Lassa 185/55R15V";2,00;53,70;0;10584
3025;"Reifen Lassa 205/50R15V";2,00;60,35;0;10584
3026;"Wuchten und Montage";4,00;5,10;0;10584
3027;"Zylinderkopfdichtung geprüft und erneuert";0,00;0,00;0;10585
3028;"Zylinderkopfdichtung";1,00;84,00;0;10585
3029;"Kopfschrauben";10,00;9,70;0;10585
3030;"V.D.Dichtung";1,00;12,00;0;10585
3031;"Stopfen";2,00;1,85;0;10585
3032;"Kühlerfrostschutz";3,00;2,60;0;10585
3033;"Twin-Tec-Anlage eingebaut";0,00;0,00;0;10586
3034;"Twin-Tec-Anlage";1,00;145,00;0;10586
3035;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10587
3036;"Antenne eingebaut";0,00;0,00;0;10587
3037;"Fahrzeugdurchsicht ausgeführt";0,00;0,00;0;10587
3038;"Leerlauf eingestellt";0,00;0,00;0;10587
3039;"Reifen 185R14 C";2,00;52,00;0;10587
3040;"Wuchten und Montage";2,00;6,50;0;10587
3041;"Antenne";1,00;12,00;0;10587
3042;"Elektrische Anlage instandgesetzt";0,00;0,00;0;10588
3043;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10588
3044;"Abreisseil";1,00;6,20;0;10588
3045;"Unterlegkeil";2,00;4,90;0;10588
3046;;0,00;0,00;0;10588
3047;"TÜV-Gebühr";1,00;34,00;0;10589
3048;"Bremsklötze vorn erneuert";0,00;0,00;0;10590
3049;"Bremsklötze";1,00;48,00;0;10590
3050;"Bremsklötze vorn erneuert";0,00;0,00;0;10591
3051;"AU ausgeführt";0,00;0,00;0;10591
3052;"Fahrzeug  TÜV vorgeführt";0,00;0,00;0;10591
3053;"Stoßfänger vorn erneuert und lackiert";0,00;0,00;0;10591
3054;"Stoßfänger";1,00;145,00;0;10591
3055;"Bremsklötze";1,00;54,00;0;10591
3056;"AU";1,00;25,00;0;10591
3057;"TÜV-Gebühr";1,00;35,78;0;10591
3058;"Stoßfänger vorn erneuert und lackiert";0,00;0,00;0;10593
3059;"Bremsklötze vorn erneuert";0,00;0,00;0;10593
3060;"AU ausgeführt";0,00;0,00;0;10593
3061;"Stoßfänger";1,00;148,00;0;10593
3062;"Bremsklötze";1,00;55,00;0;10593
3063;"AU";1,00;24,00;0;10593
3064;"TÜV-Gebühr";1,00;43,00;0;10594
3065;"Bremsklötze vorn erneuert";0,00;0,00;0;10595
3066;"Bremsklötze";1,00;48,00;0;10595
3067;"Stoßfänger hinten erneuert und lackiert";0,00;0,00;0;10596
3068;"Seitenteil hinten links lackiert";0,00;0,00;0;10596
3069;"Stoßfänger";1,00;157,00;0;10596
3070;"Stoßfängerleiste";1,00;11,80;0;10596
3071;"Kleinteile";1,00;9,00;0;10596
3072;"Zündkontakte incl.Kondensator";1,00;29,50;0;10597
3073;"Zündkerzen";4,00;2,25;0;10597
3074;"Motoröl";3,50;5,50;0;10597
3075;"Ölfilter";1,00;6,00;0;10597
3076;"Radlager hinten";1,00;0,00;0;10597
3077;"Radlager";1,00;74,00;0;10598
3078;"Zündkontakte incl.Kondensator";1,00;29,00;0;10598
3079;"Motoröl";3,50;5,00;0;10598
3080;"Ölfilter";1,00;6,40;0;10598
3081;"Zündkerzen";4,00;2,25;0;10598
3082;"Stößelstangen";4,00;4,70;0;10598
3083;"Vorwärmschlauch";1,00;3,30;0;10598
3084;"Schalter für Kühlergebläse";1,00;13,00;0;10598
3085;"Endschalldämpfer geprüft und erneuert";0,00;0,00;0;10599
3086;"Endschalldämpfer";1,00;92,00;0;10599
3087;"Motorhaube erneuern und lackieren";0,00;0,00;0;10600
3088;"Motorhaube";1,00;167,60;0;10600
3089;"Hohlraumversiegelung";1,00;10,00;0;10600
3090;"Traggelenk  links eingebaut";1,00;0,00;0;10601
3091;"AU ausgeführt";1,00;30,00;0;10602
3092;"Bremsscheiben und Bremsklötze vorn erneuert";0,00;0,00;0;10603
3093;"Querlenkerbuchsen erneuert";0,00;0,00;0;10603
3094;"Achsmanschetten vorn erneuert";0,00;0,00;0;10603
3095;"Bremsklötze";1,00;72,00;0;10603
3096;"Bremsscheiben";2,00;42,00;0;10603
3097;"Buchsen";2,00;12,00;0;10603
